timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2018-04-14 13:33:57.000000,1.922818e+07,,,,,,,,0
2018-04-14 13:33:58.000000,1.922817e+07,,,,,,,,0
2018-04-14 13:33:59.000000,1.922815e+07,,,,,,,,0
2018-04-14 13:34:00.000000,1.922815e+07,,,,,,,,0
2018-04-14 13:34:01.000000,1.922816e+07,,,,,,,,0
2018-04-14 13:34:02.000000,1.922817e+07,,,,,,,,0
2018-04-14 13:34:03.000000,1.922817e+07,,,,,,,,0
2018-04-14 13:34:04.000000,1.922816e+07,,,,,,,,0
2018-04-14 13:34:05.000000,1.922814e+07,,,,,,,,0
2018-04-14 13:34:06.000000,1.922812e+07,,,,,,,,0
2018-04-14 13:34:07.000000,1.922811e+07,,,,,,,,0
2018-04-14 13:34:08.000000,1.922811e+07,,,,,,,,0
2018-04-14 13:34:09.000000,1.922811e+07,,,,,,,,0
2018-04-14 13:34:10.000000,1.922811e+07,,,,,,,,0
2018-04-14 13:34:11.000000,1.922812e+07,,,,,,,,0
2018-04-14 13:34:12.000000,1.922814e+07,,,,,,,,0
2018-04-14 13:34:13.000000,1.922816e+07,,,,,,,,0
2018-04-14 13:34:14.000000,1.922818e+07,,,,,,,,0
2018-04-14 13:34:15.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:34:16.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:34:17.000000,1.922818e+07,,,,,,,,0
2018-04-14 13:34:18.000000,1.922817e+07,,,,,,,,0
2018-04-14 13:34:19.000000,1.922817e+07,,,,,,,,0
2018-04-14 13:34:20.000000,1.922818e+07,,,,,,,,0
2018-04-14 13:34:21.000000,1.922820e+07,,,,,,,,0
2018-04-14 13:34:22.000000,1.922822e+07,,,,,,,,0
2018-04-14 13:34:23.000000,1.922824e+07,,,,,,,,0
2018-04-14 13:34:24.000000,1.922825e+07,,,,,,,,0
2018-04-14 13:34:25.000000,1.922825e+07,,,,,,,,0
2018-04-14 13:34:26.000000,1.922824e+07,,,,,,,,0
2018-04-14 13:34:27.000000,1.922822e+07,,,,,,,,0
2018-04-14 13:34:28.000000,1.922820e+07,,,,,,,,0
2018-04-14 13:34:29.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:34:30.000000,1.922818e+07,,,,,,,,0
2018-04-14 13:34:31.000000,1.922817e+07,,,,,,,,0
2018-04-14 13:34:32.000000,1.922815e+07,,,,,,,,0
2018-04-14 13:34:33.000000,1.922815e+07,,,,,,,,0
2018-04-14 13:34:34.000000,1.922815e+07,,,,,,,,0
2018-04-14 13:34:35.000000,1.922817e+07,,,,,,,,0
2018-04-14 13:34:36.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:34:37.000000,1.922820e+07,,,,,,,,0
2018-04-14 13:34:38.000000,1.922821e+07,,,,,,,,0
2018-04-14 13:34:39.000000,1.922820e+07,,,,,,,,0
2018-04-14 13:34:40.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:34:41.000000,1.922818e+07,,,,,,,,0
2018-04-14 13:34:42.000000,1.922818e+07,,,,,,,,0
2018-04-14 13:34:43.000000,1.922818e+07,,,,,,,,0
2018-04-14 13:34:44.000000,1.922818e+07,,,,,,,,0
2018-04-14 13:34:45.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:34:46.000000,1.922822e+07,,,,,,,,0
2018-04-14 13:34:47.000000,1.922825e+07,,,,,,,,0
2018-04-14 13:34:48.000000,1.922828e+07,,,,,,,,0
2018-04-14 13:34:49.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:34:50.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:34:51.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:34:52.000000,1.922826e+07,,,,,,,,0
2018-04-14 13:34:53.000000,1.922824e+07,,,,,,,,0
2018-04-14 13:34:54.000000,1.922823e+07,,,,,,,,0
2018-04-14 13:34:55.000000,1.922822e+07,,,,,,,,0
2018-04-14 13:34:56.000000,1.922821e+07,,,,,,,,0
2018-04-14 13:34:57.000000,1.922821e+07,,,,,,,,0
2018-04-14 13:34:58.000000,1.922821e+07,,,,,,,,0
2018-04-14 13:34:59.000000,1.922822e+07,,,,,,,,0
2018-04-14 13:35:00.000000,1.922823e+07,,,,,,,,0
2018-04-14 13:35:01.000000,1.922823e+07,,,,,,,,0
2018-04-14 13:35:02.000000,1.922822e+07,,,,,,,,0
2018-04-14 13:35:03.000000,1.922821e+07,,,,,,,,0
2018-04-14 13:35:04.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:35:05.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:35:06.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:35:07.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:35:08.000000,1.922819e+07,,,,,,,,0
2018-04-14 13:35:09.000000,1.922820e+07,,,,,,,,0
2018-04-14 13:35:10.000000,1.922822e+07,,,,,,,,0
2018-04-14 13:35:11.000000,1.922825e+07,,,,,,,,0
2018-04-14 13:35:12.000000,1.922827e+07,,,,,,,,0
2018-04-14 13:35:13.000000,1.922828e+07,,,,,,,,0
2018-04-14 13:35:14.000000,1.922828e+07,,,,,,,,0
2018-04-14 13:35:15.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:35:16.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:35:17.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:35:18.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:35:19.000000,1.922827e+07,,,,,,,,0
2018-04-14 13:35:20.000000,1.922825e+07,,,,,,,,0
2018-04-14 13:35:21.000000,1.922825e+07,,,,,,,,0
2018-04-14 13:35:22.000000,1.922825e+07,,,,,,,,0
2018-04-14 13:35:23.000000,1.922827e+07,,,,,,,,0
2018-04-14 13:35:24.000000,1.922827e+07,,,,,,,,0
2018-04-14 13:35:25.000000,1.922827e+07,,,,,,,,0
2018-04-14 13:35:26.000000,1.922825e+07,,,,,,,,0
2018-04-14 13:35:27.000000,1.922823e+07,,,,,,,,0
2018-04-14 13:35:28.000000,1.922822e+07,,,,,,,,0
2018-04-14 13:35:29.000000,1.922821e+07,,,,,,,,0
2018-04-14 13:35:30.000000,1.922821e+07,,,,,,,,0
2018-04-14 13:35:31.000000,1.922821e+07,,,,,,,,0
2018-04-14 13:35:32.000000,1.922821e+07,,,,,,,,0
2018-04-14 13:35:33.000000,1.922822e+07,,,,,,,,0
2018-04-14 13:35:34.000000,1.922824e+07,,,,,,,,0
2018-04-14 13:35:35.000000,1.922827e+07,,,,,,,,0
2018-04-14 13:35:36.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:35:37.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:35:38.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:35:39.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:35:40.000000,1.922828e+07,,,,,,,,0
2018-04-14 13:35:41.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:35:42.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:35:43.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:35:44.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:35:45.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:35:46.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:35:47.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:35:48.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:35:49.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:35:50.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:35:51.000000,1.922828e+07,,,,,,,,0
2018-04-14 13:35:52.000000,1.922826e+07,,,,,,,,0
2018-04-14 13:35:53.000000,1.922825e+07,,,,,,,,0
2018-04-14 13:35:54.000000,1.922824e+07,,,,,,,,0
2018-04-14 13:35:55.000000,1.922824e+07,,,,,,,,0
2018-04-14 13:35:56.000000,1.922824e+07,,,,,,,,0
2018-04-14 13:35:57.000000,1.922824e+07,,,,,,,,0
2018-04-14 13:35:58.000000,1.922826e+07,,,,,,,,0
2018-04-14 13:35:59.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:36:00.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:01.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:36:02.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:36:03.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:04.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:36:05.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:36:06.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:36:07.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:36:08.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:36:09.000000,1.922835e+07,,,,,,,,0
2018-04-14 13:36:10.000000,1.922838e+07,,,,,,,,0
2018-04-14 13:36:11.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:36:12.000000,1.922840e+07,,,,,,,,0
2018-04-14 13:36:13.000000,1.922837e+07,,,,,,,,0
2018-04-14 13:36:14.000000,1.922834e+07,,,,,,,,0
2018-04-14 13:36:15.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:36:16.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:17.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:18.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:36:19.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:36:20.000000,1.922828e+07,,,,,,,,0
2018-04-14 13:36:21.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:36:22.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:23.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:36:24.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:36:25.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:36:26.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:27.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:36:28.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:36:29.000000,1.922829e+07,,,,,,,,0
2018-04-14 13:36:30.000000,1.922830e+07,,,,,,,,0
2018-04-14 13:36:31.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:32.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:36:33.000000,1.922836e+07,,,,,,,,0
2018-04-14 13:36:34.000000,1.922838e+07,,,,,,,,0
2018-04-14 13:36:35.000000,1.922840e+07,,,,,,,,0
2018-04-14 13:36:36.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:36:37.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:36:38.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:36:39.000000,1.922838e+07,,,,,,,,0
2018-04-14 13:36:40.000000,1.922836e+07,,,,,,,,0
2018-04-14 13:36:41.000000,1.922835e+07,,,,,,,,0
2018-04-14 13:36:42.000000,1.922834e+07,,,,,,,,0
2018-04-14 13:36:43.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:36:44.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:36:45.000000,1.922835e+07,,,,,,,,0
2018-04-14 13:36:46.000000,1.922835e+07,,,,,,,,0
2018-04-14 13:36:47.000000,1.922835e+07,,,,,,,,0
2018-04-14 13:36:48.000000,1.922835e+07,,,,,,,,0
2018-04-14 13:36:49.000000,1.922834e+07,,,,,,,,0
2018-04-14 13:36:50.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:36:51.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:52.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:53.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:54.000000,1.922831e+07,,,,,,,,0
2018-04-14 13:36:55.000000,1.922832e+07,,,,,,,,0
2018-04-14 13:36:56.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:36:57.000000,1.922836e+07,,,,,,,,0
2018-04-14 13:36:58.000000,1.922838e+07,,,,,,,,0
2018-04-14 13:36:59.000000,1.922840e+07,,,,,,,,0
2018-04-14 13:37:00.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:37:01.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:37:02.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:37:03.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:37:04.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:37:05.000000,1.922840e+07,,,,,,,,0
2018-04-14 13:37:06.000000,1.922838e+07,,,,,,,,0
2018-04-14 13:37:07.000000,1.922837e+07,,,,,,,,0
2018-04-14 13:37:08.000000,1.922837e+07,,,,,,,,0
2018-04-14 13:37:09.000000,1.922838e+07,,,,,,,,0
2018-04-14 13:37:10.000000,1.922839e+07,,,,,,,,0
2018-04-14 13:37:11.000000,1.922839e+07,,,,,,,,0
2018-04-14 13:37:12.000000,1.922839e+07,,,,,,,,0
2018-04-14 13:37:13.000000,1.922837e+07,,,,,,,,0
2018-04-14 13:37:14.000000,1.922835e+07,,,,,,,,0
2018-04-14 13:37:15.000000,1.922834e+07,,,,,,,,0
2018-04-14 13:37:16.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:37:17.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:37:18.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:37:19.000000,1.922833e+07,,,,,,,,0
2018-04-14 13:37:20.000000,1.922835e+07,,,,,,,,0
2018-04-14 13:37:21.000000,1.922838e+07,,,,,,,,0
2018-04-14 13:37:22.000000,1.922840e+07,,,,,,,,0
2018-04-14 13:37:23.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:37:24.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:37:25.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:37:26.000000,1.922840e+07,,,,,,,,0
2018-04-14 13:37:27.000000,1.922840e+07,,,,,,,,0
2018-04-14 13:37:28.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:37:29.000000,1.922843e+07,,,,,,,,0
2018-04-14 13:37:30.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:37:31.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:37:32.000000,1.922843e+07,,,,,,,,0
2018-04-14 13:37:33.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:37:34.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:37:35.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:37:36.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:37:37.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:37:38.000000,1.922839e+07,,,,,,,,0
2018-04-14 13:37:39.000000,1.922837e+07,,,,,,,,0
2018-04-14 13:37:40.000000,1.922837e+07,,,,,,,,0
2018-04-14 13:37:41.000000,1.922836e+07,,,,,,,,0
2018-04-14 13:37:42.000000,1.922836e+07,,,,,,,,0
2018-04-14 13:37:43.000000,1.922836e+07,,,,,,,,0
2018-04-14 13:37:44.000000,1.922837e+07,,,,,,,,0
2018-04-14 13:37:45.000000,1.922840e+07,,,,,,,,0
2018-04-14 13:37:46.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:37:47.000000,1.922843e+07,,,,,,,,0
2018-04-14 13:37:48.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:37:49.000000,1.922843e+07,,,,,,,,0
2018-04-14 13:37:50.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:37:51.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:37:52.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:37:53.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:37:54.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:37:55.000000,1.922845e+07,,,,,,,,0
2018-04-14 13:37:56.000000,1.922849e+07,,,,,,,,0
2018-04-14 13:37:57.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:37:58.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:37:59.000000,1.922850e+07,,,,,,,,0
2018-04-14 13:38:00.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:38:01.000000,1.922845e+07,,,,,,,,0
2018-04-14 13:38:02.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:38:03.000000,1.922843e+07,,,,,,,,0
2018-04-14 13:38:04.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:38:05.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:38:06.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:38:07.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:38:08.000000,1.922843e+07,,,,,,,,0
2018-04-14 13:38:09.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:38:10.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:38:11.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:38:12.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:38:13.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:38:14.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:38:15.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:38:16.000000,1.922841e+07,,,,,,,,0
2018-04-14 13:38:17.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:38:18.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:38:19.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:38:20.000000,1.922849e+07,,,,,,,,0
2018-04-14 13:38:21.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:38:22.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:38:23.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:38:24.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:38:25.000000,1.922850e+07,,,,,,,,0
2018-04-14 13:38:26.000000,1.922848e+07,,,,,,,,0
2018-04-14 13:38:27.000000,1.922846e+07,,,,,,,,0
2018-04-14 13:38:28.000000,1.922845e+07,,,,,,,,0
2018-04-14 13:38:29.000000,1.922845e+07,,,,,,,,0
2018-04-14 13:38:30.000000,1.922845e+07,,,,,,,,0
2018-04-14 13:38:31.000000,1.922846e+07,,,,,,,,0
2018-04-14 13:38:32.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:38:33.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:38:34.000000,1.922846e+07,,,,,,,,0
2018-04-14 13:38:35.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:38:36.000000,1.922843e+07,,,,,,,,0
2018-04-14 13:38:37.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:38:38.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:38:39.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:38:40.000000,1.922842e+07,,,,,,,,0
2018-04-14 13:38:41.000000,1.922843e+07,,,,,,,,0
2018-04-14 13:38:42.000000,1.922845e+07,,,,,,,,0
2018-04-14 13:38:43.000000,1.922848e+07,,,,,,,,0
2018-04-14 13:38:44.000000,1.922850e+07,,,,,,,,0
2018-04-14 13:38:45.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:38:46.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:38:47.000000,1.922850e+07,,,,,,,,0
2018-04-14 13:38:48.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:38:49.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:38:50.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:38:51.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:38:52.000000,1.922850e+07,,,,,,,,0
2018-04-14 13:38:53.000000,1.922849e+07,,,,,,,,0
2018-04-14 13:38:54.000000,1.922849e+07,,,,,,,,0
2018-04-14 13:38:55.000000,1.922850e+07,,,,,,,,0
2018-04-14 13:38:56.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:38:57.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:38:58.000000,1.922849e+07,,,,,,,,0
2018-04-14 13:38:59.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:39:00.000000,1.922845e+07,,,,,,,,0
2018-04-14 13:39:01.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:39:02.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:39:03.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:39:04.000000,1.922844e+07,,,,,,,,0
2018-04-14 13:39:05.000000,1.922845e+07,,,,,,,,0
2018-04-14 13:39:06.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:39:07.000000,1.922850e+07,,,,,,,,0
2018-04-14 13:39:08.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:39:09.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:39:10.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:39:11.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:39:12.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:39:13.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:39:14.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:39:15.000000,1.922854e+07,,,,,,,,0
2018-04-14 13:39:16.000000,1.922856e+07,,,,,,,,0
2018-04-14 13:39:17.000000,1.922855e+07,,,,,,,,0
2018-04-14 13:39:18.000000,1.922855e+07,,,,,,,,0
2018-04-14 13:39:19.000000,1.922856e+07,,,,,,,,0
2018-04-14 13:39:20.000000,1.922856e+07,,,,,,,,0
2018-04-14 13:39:21.000000,1.922855e+07,,,,,,,,0
2018-04-14 13:39:22.000000,1.922854e+07,,,,,,,,0
2018-04-14 13:39:23.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:39:24.000000,1.922850e+07,,,,,,,,0
2018-04-14 13:39:25.000000,1.922848e+07,,,,,,,,0
2018-04-14 13:39:26.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:39:27.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:39:28.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:39:29.000000,1.922847e+07,,,,,,,,0
2018-04-14 13:39:30.000000,1.922849e+07,,,,,,,,0
2018-04-14 13:39:31.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:39:32.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:39:33.000000,1.922854e+07,,,,,,,,0
2018-04-14 13:39:34.000000,1.922854e+07,,,,,,,,0
2018-04-14 13:39:35.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:39:36.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:39:37.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:39:38.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:39:39.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:39:40.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:39:41.000000,1.922855e+07,,,,,,,,0
2018-04-14 13:39:42.000000,1.922860e+07,,,,,,,,0
2018-04-14 13:39:43.000000,1.922863e+07,,,,,,,,0
2018-04-14 13:39:44.000000,1.922864e+07,,,,,,,,0
2018-04-14 13:39:45.000000,1.922862e+07,,,,,,,,0
2018-04-14 13:39:46.000000,1.922859e+07,,,,,,,,0
2018-04-14 13:39:47.000000,1.922856e+07,,,,,,,,0
2018-04-14 13:39:48.000000,1.922855e+07,,,,,,,,0
2018-04-14 13:39:49.000000,1.922854e+07,,,,,,,,0
2018-04-14 13:39:50.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:39:51.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:39:52.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:39:53.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:39:54.000000,1.922854e+07,,,,,,,,0
2018-04-14 13:39:55.000000,1.922855e+07,,,,,,,,0
2018-04-14 13:39:56.000000,1.922855e+07,,,,,,,,0
2018-04-14 13:39:57.000000,1.922854e+07,,,,,,,,0
2018-04-14 13:39:58.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:39:59.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:40:00.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:40:01.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:40:02.000000,1.922851e+07,,,,,,,,0
2018-04-14 13:40:03.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:40:04.000000,1.922854e+07,,,,,,,,0
2018-04-14 13:40:05.000000,1.922857e+07,,,,,,,,0
2018-04-14 13:40:06.000000,1.922859e+07,,,,,,,,0
2018-04-14 13:40:07.000000,1.922860e+07,,,,,,,,0
2018-04-14 13:40:08.000000,1.922861e+07,,,,,,,,0
2018-04-14 13:40:09.000000,1.922862e+07,,,,,,,,0
2018-04-14 13:40:10.000000,1.922862e+07,,,,,,,,0
2018-04-14 13:40:11.000000,1.922861e+07,,,,,,,,0
2018-04-14 13:40:12.000000,1.922859e+07,,,,,,,,0
2018-04-14 13:40:13.000000,1.922857e+07,,,,,,,,0
2018-04-14 13:40:14.000000,1.922856e+07,,,,,,,,0
2018-04-14 13:40:15.000000,1.922855e+07,,,,,,,,0
2018-04-14 13:40:16.000000,1.922856e+07,,,,,,,,0
2018-04-14 13:40:17.000000,1.922857e+07,,,,,,,,0
2018-04-14 13:40:18.000000,1.922858e+07,,,,,,,,0
2018-04-14 13:40:19.000000,1.922857e+07,,,,,,,,0
2018-04-14 13:40:20.000000,1.922857e+07,,,,,,,,0
2018-04-14 13:40:21.000000,1.922855e+07,,,,,,,,0
2018-04-14 13:40:22.000000,1.922853e+07,,,,,,,,0
2018-04-14 13:40:23.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:40:24.000000,1.922852e+07,,,,,,,,0
2018-04-14 13:40:25.000000,1.922852e+07,,,,,,,,0
